latent,inverse_logit,piel_printed_2013,uniform_binomial_conjugate,stukel_piel_printed_2013,stukel_uniform_binomial_conjugate
-3.0120234966156163,0.046885637972958104,0.05247941341565069,0.052883976067612352,0.051326637702492232,0.051819086256496748
-2.9840470786941564,0.048151798573607435,0.053601495679539153,0.054056689354773271,0.052438868871903473,0.052978243681093481
-2.9560706607726965,0.049450378182187317,0.054739048377419698,0.055247348833167544,0.053568039804468427,0.054156422714258926
-2.9280942428512358,0.050782110085701666,0.05589206283745627,0.056456010225644247,0.054714233316115121,0.055353756921161262
-2.9001178249297759,0.052147738878964241,0.057060524517792081,0.057682723521346783,0.055877528543041982,0.056570376328274517
-2.872141407008316,0.053548020337004489,0.058244412956378409,0.058927532871939116,0.057058000865736869,0.057806407310758541
-2.8441649890868552,0.054983721265544953,0.059443701725444151,0.060190476491425005,0.058255721834590511,0.059061972480554711
-2.8161885711653953,0.056455619328415869,0.060658358390701252,0.061471586559724567,0.059470759097190219,0.060337190575312019
-2.7882121532439355,0.057964502850746495,0.061888344475374168,0.06277088913017094,0.060703176327376207,0.061632176348261014
-2.7602357353224747,0.059511170596747071,0.063133615429135106,0.064088404041084776,0.061953033156142777,0.062947040459151782
-2.7322593174010148,0.061096431520873518,0.064394120602018934,0.065424144831580863,0.063220385104466106,0.0642818893663758
-2.7042828994795549,0.062721104491146623,0.065669803223386905,0.066778118661757577,0.064505283518138806,0.06563682522038948
-2.676306481558095,0.06438601798337773,0.066960600385998284,0.0681503262374136,0.065807775504689497,0.067011945758560412
-2.6483300636366351,0.066092009745038885,0.068266443035243304,0.069540761739432758,0.067127903872464936,0.06840734420155567
-2.6203536457151735,0.067839926427501848,0.069587255963583255,0.070949412757972077,0.068465707071950307,0.069823109151393573
-2.5923772277937136,0.069630623185360785,0.070922957810234222,0.072376260231581405,0.069821219139401342,0.071259324491277989
-2.5644008098722537,0.07146496324154944,0.072273461066126088,0.073821278391378989,0.071194469642861719,0.072716069287338106
-2.5364243919507938,0.073343817416958612,0.073638672084156462,0.075284434710398987,0.072585483630633177,0.074193417692391087
-2.5084479740293339,0.075268063623265782,0.075018491094755224,0.076765689858221006,0.073994281582269145,0.075691438851848938
-2.4804715561078741,0.077238586317693925,0.076412812226763605,0.078264997660985436,0.075420879362155552,0.077210196811888648
-2.4524951381864124,0.079256275918429944,0.077821523533627174,0.079782305066890463,0.076865288175743327,0.078749750430002763
-2.4245187202649525,0.081322028179450265,0.079244507024889929,0.081317552117258149,0.07832751452849282,0.080310153288047498
-2.3965423023434926,0.083436743523528034,0.080681638702972819,0.08287067192325262,0.079807560187588958,0.081891453607905618
-2.3685658844220328,0.085601326332221922,0.082132788605207216,0.084441590648319784,0.081305422146481995,0.083493694169876356
-2.3405894665005729,0.087816684191689115,0.08359782085109016,0.086030227496416381,0.082821092592307632,0.085116912233905176
-2.312613048579113,0.090083727093206237,0.085076593694716471,0.087636494706082077,0.084354558876234859,0.08676113946376536
-2.2846366306576513,0.092403366587336389,0.086568959582337165,0.089260297550403253,0.085905803486790125,0.088426401854298536
-2.2566602127361914,0.094776514890738975,0.088074765214984183,0.090901534342906168,0.087474804026199254,0.090112719661819968
-2.2286837948147316,0.097204083944692404,0.08959385161609508,0.092560096449411378,0.089061533189790529,0.091820107337794513
-2.2007073768932717,0.09968698442447213,0.091126054204061349,0.09423586830586729,0.09066595874849312,0.0935485734658804
-2.1727309589718118,0.10222612469882032,0.092671202869619163,0.095928727442176953,0.092288043534466041,0.095298120702442563
-2.1447545410503519,0.10482240973883783,0.094229122057991999,0.097638544512018866,0.093927745429888562,0.097068745720627708
-2.116778123128892,0.10747673997573833,0.095799630855687809,0.09936518332865639,0.095585017358937652,0.098860439158093255
-2.0888017052074304,0.11019001010702395,0.097382543081847406,0.10110850090671829,0.097259807282976243,0.10067318556847923
-2.0608252872859705,0.11296310785076964,0.09897766738403159,0.10286834750992535,0.098952058198971654,0.10250696337670442
-2.0328488693645106,0.11579691264784936,0.10058480733833207,0.10464456670472937,0.10066170814116092,0.10436174483817175
-2.0048724514430507,0.11869229431208346,0.10220376155367938,0.10643699541981874,0.10238869018597366,0.10623749600195359
-1.9768960335215908,0.12165011162845732,0.10383432378021984,0.10824546401143849,0.10413293246022212,0.10813417667803342
-1.9489196156001309,0.12467121089973514,0.10547628302162546,0.11006979633446201,0.10589435815256193,0.11005174040866955
-1.9209431976786693,0.12775642444198201,0.10712942365119577,0.11190980981914336,0.10767288552822572,0.11199013444394346
-1.8929667797572094,0.13090656902970782,0.10879352553160447,0.11376531555346886,0.10946842794702429,0.11394929972155177
-1.8649903618357495,0.13412244429156259,0.11046836413814159,0.11563611837102046,0.11128089388461078,0.11592917085089628
-1.8370139439142896,0.13740483105773216,0.11215371068529303,0.11752201694425143,0.11311018695699514,0.11792967610151772
-1.8090375259928297,0.1407544896604255,0.11384933225649964,0.11942280388306935,0.1149562059482947,0.11995073739591895
-1.7810611080713699,0.14417215818909002,0.11555499193693079,0.12133826583861151,0.11681884484170287,0.12199227030681457
-1.7530846901499082,0.14765855070225131,0.11727044894910582,0.12326818361209103,0.11869799285365303,0.12405418405883963
-1.7251082722284483,0.15121435539814196,0.11899545879119235,0.12521233226858208,0.12059353447115016,0.12613638153474432
-1.6971318543069884,0.15484023274656827,0.12072977337780914,0.12717048125560992,0.12250534949224406,0.12823875928609824
-1.6691554363855285,0.15853681358474428,0.12247314118315596,0.12914239452639684,0.12443331306960587,0.13036120754851607
-1.6411790184640687,0.16230469718012736,0.1242253073862946,0.13112783066761619,0.12637729575717302,0.13250361026141985
-1.6132026005426088,0.16614444926358862,0.1259860140184004,0.1331265430314941,0.12833716355982189,0.13466584509233881
-1.5852261826211471,0.17005660003656325,0.12775500011180305,0.13513827987209598,0.13031277798602228,0.13684778346574694
-1.5572497646996872,0.17404164215613821,0.12953200185063551,0.13716278448562635,0.13230399610342583,0.13904929059643092
-1.5292733467782273,0.17810002870235811,0.13131675272290863,0.13919979535456822,0.13431067059733887,0.1412702255273762
-1.5012969288567675,0.18223217113234016,0.13310898367382717,0.14124904629547921,0.13633264983202129,0.14351044117215067
-1.4733205109353076,0.18643843722611761,0.13490842326016605,0.14331026661025983,0.13836977791475683,0.14576978436176308
-1.4453440930138477,0.19071914902944248,0.13671479780552329,0.14538318124070476,0.14042189476263131,0.14804809589596432
-1.4173676750923878,0.19507458079909346,0.13852783155626899,0.14746751092614135,0.14248883617195551,0.15034521059895631
-1.3893912571709262,0.19950495695654163,0.14034724683800903,0.1495629723639606,0.14457043389026511,0.15266095737946522
-1.3614148392494663,0.20401045005612314,0.14217276421238412,0.1516692783728365,0.14666651569082706,0.15499515929513122
-1.3334384213280064,0.20859117877416086,0.14400410263402905,0.15378613805843525,0.148776905449581,0.15734763362116358
-1.3054620034065465,0.21324720592574195,0.14584097960751344,0.15591325698140396,0.15090142322443836,0.15971819192319725
-1.2774855854850866,0.21797853651612448,0.1476831113440939,0.15805033732743434,0.15303988533686216,0.16210664013429124
-1.2495091675636267,0.22278511583398111,0.14953021291810617,0.16019707807919215,0.15519210445564738,0.16451277863599476
-1.2215327496421651,0.22766682759390694,0.15138199842282976,0.16235317518990122,0.15735788968281902,0.16693640234340815
-1.1935563317207052,0.2326234921358093,0.15323818112566107,0.16451832175837264,0.15953704664156193,0.16937730079415675
-1.1655799137992453,0.23765486468897057,0.15509847362243556,0.16669220820526889,0.16172937756609893,0.17183525824119264
-1.1376034958777854,0.24276063370870102,0.15696258799073934,0.16887452245038989,0.16393468139342474,0.17431005374933306
-1.1096270779563255,0.24794041929361232,0.15883023594206003,0.17106495009077424,0.16615275385680853,0.1768014612954403
-1.0816506600348657,0.25319377169160662,0.16070112897262559,0.17326317457940371,0.16838338758097224,0.17930924987214347
-1.053674242113404,0.25852016990270665,0.1625749785127884,0.17546887740430647,0.17062637217885129,0.18183318359499753
-1.0256978241919441,0.26391902038684262,0.16445149607481299,0.17768173826784989,0.17288149434984423,0.18437302181296919
-0.99772140627048422,0.26938965588466623,0.16633039339893352,0.17990143526602301,0.17514853797945515,0.18692851922214096
-0.96974498834902434,0.27493133435935213,0.16821138259754961,0.18212764506750476,0.1774272842402331,0.18949942598251174
-0.94176857042756446,0.28054323806721737,0.17009417629743481,0.18436004309232051,0.17971751169391023,0.19208548783777732
-0.91379215250610457,0.28622447276478985,0.17197848777983854,0.18659830368989316,0.18201899639464258,0.19468644623796436
-0.88581573458464291,0.29197406705971951,0.17386403111836557,0.18884210031629531,0.18433151199325365,0.19730203846479383
-0.85783931666318303,0.2977909719126291,0.17575052131452276,0.19109110571051643,0.18665482984238271,0.19993199775963899
-0.82986289874172314,0.30367406029666955,0.17763767443083081,0.19334499206956152,0.18898871910243983,0.20257605345395122
-0.80188648082026326,0.30962212702113512,0.17952520772139968,0.19560343122220031,0.19133294684826738,0.20523393110201243
-0.77391006289880337,0.31563388872506226,0.18141283975987621,0.19786609480119544,0.19368727817640985,0.20790535261587945
-0.74593364497734349,0.32170798404623119,0.18330029056467548,0.20013265441383746,0.19605147631289385,0.21059003640237933
-0.71795722705588361,0.32784297397044693,0.18518728172141463,0.20240278181062488,0.19842530272141998,0.21328769750201451
-0.68998080913442195,0.33403734236538041,0.18707353650247197,0.20467614905192738,0.20080851721186851,0.21599804772963357
-0.66200439121296206,0.34028949670260844,0.18895877998360064,0.20695242867248201,0.2032008780490219,0.21872079581672169
-0.63402797329150218,0.34659776897081429,0.19084273915753339,0.20923129384357284,0.20560214206141014,0.22145564755516961
-0.60605155537004229,0.35296041678237239,0.19272514304451668,0.21151241853275207,0.20801206475018014,0.22420230594236701
-0.57807513744858241,0.35937562467478928,0.1946057227997218,0.21379547766096901,0.2104304003978979,0.22696047132747935
-0.55009871952712253,0.36584150560767209,0.19648421181748424,0.2160801472569755,0.21285690217718931,0.22972984155875656
-0.52212230160566087,0.37235610265506713,0.19836034583232864,0.21836610460888567,0.21529132225912842,0.23251011213172681
-0.49414588368420098,0.37891739089216486,0.20023386301674095,0.22065302841277309,0.21773341192128257,0.23530097633812738
-0.4661694657627411,0.3855232794744981,0.20210450407565816,0.22294059891819604,0.22018292165532549,0.23810212541542541
-0.43819304784128121,0.39217161390686794,0.20397201233764509,0.22522849807054537,0.22263960127413268,0.24091324869678055
-0.41021662991982133,0.39886017849834948,0.20583613384273988,0.22751640965012021,0.22510320001827147,0.2437340337613039
-0.38224021199836145,0.40558669899883032,0.20769661742694981,0.22980401940783868,0.2275734666618042,0.24656416658446867
-0.35426379407689979,0.41234884541164152,0.20955321480338593,0.23209101519750261,0.23005014961732229,0.24940333168852721
-0.3262873761554399,0.41914423497596287,0.21140568064002987,0.23437708710453606,0.23253299704013078,0.25225121229279263
-0.29831095823398002,0.42597043531182577,0.21325377263413092,0.23666192757113047,0.23502175693150829,0.25510749046364567
-0.27033454031252013,0.43282496771968387,0.21509725158323514,0.23894523151772931,0.23751617724096366,0.25797184726412536
-0.24235812239106025,0.43970531062572416,0.21693588145285347,0.24122669646079725,0.24001600596741929,0.26084396290296774
-0.21438170446960036,0.44660890316331092,0.21876942944077996,0.24350602262682139,0.24252099125924914,0.26372351688295942
-0.1864052865481387,0.4535331488802245,0.22059766603807615,0.24578291306250133,0.24503088151310179,0.26661018814847198
-0.15842886862667882,0.46047541956066856,0.22242036508673829,0.24805707374108801,0.24754542547144526,0.26950365523204772
-0.13045245070521894,0.46743305915040451,0.2242373038340747,0.25032821366484315,0.2500643723187686,0.27240359639991318
-0.10247603278375905,0.47440338777277807,0.22604826298381511,0.25259604496358812,0.25258747177637864,0.27530968979629278
-0.074499614862299168,0.48138370582291801,0.22785302674398608,0.25486028298932706,0.25511447419573424,0.27822161358640396
-0.046523196940839284,0.48837129812693736,0.22965138287158396,0.25712064640692833,0.25764513065026334,0.28113904609801704
-0.018546779019377624,0.49536343815260275,0.23144312271408291,0.25937685728085585,0.26017919302560738,0.28406166596146543
0.0094296389020822602,0.50235739225764509,0.23322804124781762,0.26162864115794854,0.26271641410824342,0.28698915224799382
0.037406056823542144,0.50935042396167862,0.23500593711328388,0.26387572714625074,0.26525654767243778,0.28992118460634281
0.065382474745002028,0.51633979822754672,0.23677661264740171,0.26611784798990151,0.26779934856548321,0.29285744339746073
0.093358892666461912,0.52332278573787383,0.23853987391278927,0.26835474014009514,0.27034457279117835,0.29579760982724829
0.1213353105879218,0.53029666715261925,0.24029553072409746,0.27058614382213325,0.27289197759151018,0.29874136607723767
0.14931172850938168,0.53725873733354546,0.24204339667145966,0.27281180309858943,0.27544132152650153,0.30168839543311854
0.17728814643084334,0.54420630952169391,0.24378328914110795,0.27503146592861533,0.27799236455218945,0.30463838241101943
0.20526456435230322,0.55113671945423071,0.2455150293332147,0.2772448842234192,0.28054486809670154,0.30759101288146451
0.23324098227376311,0.55804732940737356,0.24723844227701811,0.27945181389795459,0.28309859513440405,0.31054597419092761
0.26121740019522299,0.56493553215251147,0.24895335684328873,0.28165201491885739,0.28565331025809165,0.31350295528090677
0.28919381811668288,0.57179875481312947,0.2506596057542021,0.28384525134867722,0.28820877974919734,0.31646164680444888
0.31717023603814276,0.57863446261069273,0.25235702559067591,0.28603129138645006,0.2907647716459999,0.31942174124006156
0.34514665395960442,0.58544016248825359,0.25404545679723972,0.28820990740466285,0.29332105580981105,0.32238293300294835
0.37312307188106431,0.59221340660121746,0.25572474368449782,0.29038087598266549,0.29587740398912588,0.3253449185535085
0.40109948980252419,0.59895179566542034,0.25739473442925392,0.29254397793658776,0.29843358988172192,0.32830739650305296
0.42907590772398407,0.605652982153421,0.25905528107236314,0.29469899834581981,0.30098938919469731,0.33127006771668288
0.45705232564544396,0.61231467333072576,0.26070623951437655,0.29684572657612168,0.30354457970243676,0.33423263541328929
0.48502874356690384,0.61893463412448391,0.26234746950904847,0.29898395629942576,0.30609894130250132,0.3371948052626329
0.5130051614883655,0.6255106898180518,0.2639788346547724,0.30111348551040046,0.30865225606943608,0.34015628547946797
0.54098157940982539,0.63204072856569982,0.26560020238401338,0.30323411653984422,0.31120430830649309,0.34311678691467884
0.56895799733128527,0.63852270372262609,0.26721144395080726,0.30534565606498448,0.3137548845952739,0.34607602314340175
0.59693441525274515,0.64495463598632907,0.26881243441639169,0.30744791511675096,0.31630377384328751,0.34903371055010757
0.62491083317420504,0.65133461534629222,0.27040305263303993,0.30954070908410175,0.31885076732943402,0.35198956841062728
0.65288725109566492,0.65766080283981687,0.27198318122616316,0.31162385771547696,0.32139565874741788,0.35494331897110254
0.68086366901712658,0.6639314321127171,0.27355270657475012,0.31369718511745875,0.32393824424709888,0.35789468752385406
0.70884008693858647,0.67014481078444477,0.27511151879021106,0.31576051975071506,0.32647832247379177,0.36084340248015356
0.73681650486004635,0.67629932161805528,0.27665951169369268,0.31781369442330887,0.32901569460552821,0.36378919543990179
0.76479292278150623,0.68239342349621768,0.27819658279193005,0.31985654628145077,0.33155016438829238,0.36673180125820787
0.79276934070296612,0.6884256522052622,0.27972263325170132,0.3218889167977777,0.33408153816924685,0.3696709581088749
0.820745758624426,0.69439462102998561,0.28123756787295057,0.3239106517572386,0.33660962492796792,0.3726064075447979
0.84872217654588589,0.70029902116263709,0.28274129506064211,0.32592160124066816,0.33913423630570644,0.37553789455528441
0.87669859446734755,0.70613762193016405,0.28423372679541031,0.32792161960613186,0.34165518663269634,0.37846516762031118
0.90467501238880743,0.7119092708443997,0.28571477860306643,0.32991056546812175,0.3441722929535318,0.38138797876173147
0.93265143031026732,0.71761289348045065,0.28718436952302567,0.33188830167468758,0.34668537505063818,0.38430608359145702
0.9606278482317272,0.72324749318903592,0.28864242207571328,0.33385469528258205,0.34919425546585808,0.38721924135663066
0.98860426615318708,0.72881215064900728,0.29008886222900948,0.33580961753050365,0.35169875952018037,0.39012721498182035
1.016580684074647,0.73430602326668692,0.29152361936379251,0.33775294381051518,0.35419871533163971,0.39302977110825954
1.0445571019961086,0.73972834442901247,0.29294662623863632,0.33968455363772071,0.35669395383141278,0.3959266801301663
1.0725335199175685,0.74507842261779422,0.29435781895371882,0.34160433061827822,0.35918430877814067,0.39881771622817047
1.1005099378390284,0.75035564039264924,0.29575713691399669,0.34351216241582849,0.36166961677050918,0.40170265739989142
1.1284863557604883,0.75555945325037066,0.29714452279169867,0.34540794071641617,0.3641497172581159,0.40458128548769556
1.1564627736819482,0.76068938836866784,0.29851992248819187,0.3472915611919809,0.36662445255065645,0.40745338620367988
1.184439191603408,0.76574504324231074,0.29988328509527035,0.34916292346249517,0.36909366782546227,0.41031874915192013
1.2124156095248697,0.7707260842197855,0.30123456285591732,0.35102193105682161,0.37155721113342527,0.41317716784802788
1.2403920274463296,0.77563224494858563,0.30257371112458842,0.35286849137236542,0.37401493340333808,0.41602843973606279
1.2683684453677895,0.78046332473725522,0.30390068832706441,0.35470251563359312,0.37646668844469161,0.41887236620284685
1.2963448632892494,0.78521918684223035,0.30521545591991855,0.35652391884948981,0.3789123329489581,0.42170875258972851
1.3243212812107092,0.78989975668744206,0.30651797834964306,0.3583326197700234,0.38135172648939847,0.42453740820184771
1.3522976991321691,0.79450502002451628,0.30780822301147864,0.36012854084168566,0.3837847315194306,0.42735814631495334
1.3802741170536308,0.79903502104124657,0.30908616020798868,0.36191160816217621,0.38621121336959191,0.43017078417982557
1.4082505349750907,0.80348986042583015,0.31035176310741813,0.36368175143429549,0.388631040243135,0.43297514302435564
1.4362269528965506,0.8078696933941566,0.31160500770187788,0.36543890391911149,0.39104408321029294,0.43577104805334171
1.4642033708180104,0.81217472768718879,0.31284587276539028,0.36718300238846119,0.39345021620124926,0.43855832844605069
1.4921797887394703,0.81640522154524309,0.31407433981183458,0.36891398707684908,0.39584931599785222,0.44133681735160851
1.5201562066609302,0.82056148166569298,0.31529039305282641,0.37063180163280229,0.39824126222410861,0.44410635188227077
1.5481326245823901,0.82464386115034283,0.31649401935556493,0.37233639306973926,0.40062593733549545,0.44686677310463557
1.5761090425038518,0.82865275744842293,0.31768520820068147,0.37402771171640975,0.40300322660712606,0.44961792602885503
1.6040854604253116,0.83258861030085196,0.3188639516401196,0.37570571116695839,0.40537301812080817,0.45235965959590257
1.6320618783467715,0.83645189969110101,0.32003024425507892,0.37737034823066923,0.40773520275103114,0.45509182666295911
1.6600382962682314,0.8402431438076805,0.32118408311404806,0.379021582881437,0.41008967414991893,0.45781428398697283
1.6880147141896913,0.84396289702294758,0.32232546773095822,0.38065937820701995,0.41243632873118563,0.46052689220645499
1.7159911321111512,0.8476117478926164,0.32345440002348008,0.3822837003581197,0.41477506565313055,0.46322951582156852
1.7439675500326128,0.85119031718003346,0.32457088427149305,0.38389451849733564,0.41710578680070892,0.46592202317257275
1.7719439679540727,0.85469925590896323,0.32567492707574647,0.38549180474803779,0.4194283967667139,0.4686042864166774
1.7999203858755326,0.85813924344832337,0.32676653731673999,0.38707553414320406,0.42174280283210785,0.47127618150337253
1.8278968037969925,0.86151098563199291,0.32784572611384177,0.3886456845742598,0.42404891494553409,0.47393758814828563
1.8558732217184524,0.86481521291652597,0.32891250678466571,0.39020223673996335,0.42634664570204872,0.47658838980563012
1.8838496396399123,0.86805267857931112,0.32996689480472868,0.3917451740953739,0.42863591032110498,0.47922847363930005
1.9118260575613739,0.87122415695943001,0.33100890776740394,0.3932744828009398,0.43091662662382396,0.48185773049267078
1.9398024754828338,0.87433044174319774,0.33203856534419007,0.39479015167174192,0.43318871500958722,0.48447605485716005
1.9677788934042937,0.87737234429610911,0.33305588924531038,0.39629217212692763,0.4354520984319834,0.48708334483961091
1.9957553113257536,0.88035069204265515,0.33406090318065923,0.39778053813936587,0.43770670237414278,0.48967950212854588
2.0237317292472135,0.88326632689523876,0.33505363282110856,0.39925524618555497,0.43995245482349049,0.49226443195935504
2.0517081471686733,0.88612010373319294,0.33603410576018916,0.40071629519581431,0.44218928624595288,0.49483804307846541
2.079684565090135,0.88891288893267639,0.33700235147615853,0.40216368650478523,0.44441712955964602,0.49740024770655261
2.1076609830115949,0.89164555894803155,0.33795840129446691,0.40359742380226959,0.44663592010807751,0.49995096150084167
2.1356374009330548,0.89431899894498412,0.33890228835063302,0.40501751308443218,0.44884559563289489,0.50249566103216337
2.1636138188545146,0.89693410148589214,0.33983404755353847,0.40642396260538771,0.45104609624620529,0.50504022913305546
2.1915902367759745,0.89949176526707564,0.34075371554915079,0.40781678282919892,0.45323736440249934,0.50758453615731902
2.2195666546974344,0.90199289390810977,0.34166133068468246,0.40919598638230481,0.45541934487020647,0.51012845036398635
2.2475430726188943,0.90443839479281352,0.34255693297319473,0.41056158800639891,0.45759198470290924,0.51267184009345679
2.275519490540356,0.90682917796153051,0.34344056405865181,0.41191360451177866,0.45975523321024492,0.5152145737947379
2.3034959084618158,0.90916615505418608,0.34431226718143276,0.41325205473118115,0.46190904192851945,0.51775652005264061
2.3314723263832757,0.91145023830347971,0.3451720871443052,0.41457695947412299,0.464053364591062,0.52029754761491243
2.3594487443047356,0.9136823395774829,0.34602007027886655,0.41588834148176024,0.46618815709834321,0.52283752541930195
2.3874251622261955,0.91586336947080993,0.34685626441245754,0.41718622538228078,0.46831337748788321,0.52537632262053735
2.4154015801476554,0.91799423644346012,0.34768071883554835,0.4184706376468445,0.47042898590397397,0.52791380861721082
2.443377998069117,0.92007584600634629,0.3484934842696058,0.41974160654608184,0.47253494456723816,0.53044985307855608
2.4713544159905769,0.9221090999524667,0.34929461283543717,0.42099916210716287,0.47463121774404748,0.53298432597110679
2.4993308339120368,0.92409489563262526,0.35008415802201964,0.42224333607144698,0.47671777171582508,0.53551709758522592
2.5273072518334967,0.92603412527454709,0.3508621746558096,0.4234741618527213,0.4787945747482501,0.53804803856149264
2.5552836697549566,0.92792767534421061,0.35162871887053876,0.42469167449603806,0.48086159706038734,0.54057701991693707
2.5832600876764165,0.92977642594817378,0.35238384807749334,0.42589591063715637,0.48291881079376259,0.54310391307110994
2.6112365055978781,0.93158125027565064,0.35312762093627764,0.42708690846259678,0.48496618998140245,0.54562858987197849
2.639212923519338,0.93334301407907505,0.35386009732606155,0.42826470767031283,0.48700371051685665,0.54815092262163545
2.6671893414407979,0.93506257519187064,0.35458133831731092,0.42942934943098593,0.48903135012322574,0.5506707841018107
2.6951657593622578,0.9367407830821417,0.35529140614399907,0.43058087634994641,0.49104908832220523,0.55318804759917695
2.7231421772837177,0.93837847844098876,0.35599036417629798,0.4317193324297251,0.49305690640316985,0.55570258693043517
2.7511185952051775,0.9399764928041644,0.35667827689374737,0.43284476303323849,0.49505478739230946,0.5582142764671727
2.7790950131266392,0.94153564820577462,0.35735520985889818,0.43395721484760846,0.49704271602183708,0.56072299116048341
2.8070714310480991,0.94305675686275148,0.35802122969142908,0.43505673584861826,0.49902067869927902,0.56322860656533724
2.835047848969559,0.94454062088882906,0.35867640404273221,0.43614337526580704,0.50098992537774045,0.56573099886469236
2.8630242668910189,0.94598803203676995,0.35932080157096485,0.43721718354820055,0.50295790739892976,0.56823004489333984
2.8910006848124787,0.9473997714676059,0.35995449191656304,0.43827821233068054,0.50492579777448332,0.57072562216146894
2.9189771027339386,0.94877660954568099,0.36057754567821509,0.43932651440098824,0.50689353554219863,0.57321760887794637
2.9469535206553985,0.95011930565829983,0.36119003438928826,0.44036214366736554,0.50886105975878393,0.57570588397330058
2.9749299385768602,0.95142860805881591,0.36179203049470671,0.44138515512682669,0.51082830950740643,0.57819032712239926
3.0029063564983201,0.95270525373201387,0.36238360732827435,0.44239560483406143,0.5127952239052328,0.58067081876681437
3.0308827744197799,0.95394996828067047,0.36296483909043992,0.44339354987096607,0.51476174211096259,0.58314724013686658
3.0588591923412398,0.95516346583220613,0.36353580082649756,0.44437904831679886,0.51672780333234858,0.58561947327333796
3.0868356102626997,0.95634644896436771,0.36409656840521915,0.44535215921895505,0.51869334683370605,0.58808740104884683
3.1148120281841596,0.95749960864891492,0.36464721849791237,0.4463129425643606,0.52065831194340562,0.59055090718887893
3.1427884461056212,0.9586236242123104,0.36518782855790033,0.4472614592514762,0.52262263806135056,0.59300987629246349
3.1707648640270811,0.95971916331244711,0.36571847680041636,0.44819777106290964,0.5245862646664341,0.59546419385248961
3.198741281948541,0.9607868819304799,0.36623924218290893,0.44912194063863131,0.52654913132397774,0.59791374627565652
3.22671769987,0.96182742437685276,0.36675020438575101,0.45003403144978493,0.52851117769314437,0.60035842090204883
